MOVIE_NAME,PREDICTED_GENRES
 Labbra vogliose (1981) ,"(' drama ',)"
 The Extra Mile (2006) ,"(' documentary ',)"
 The Avenue (2017/II) ,()
 XL: The Temptation of Christ (2018) ,()
 Joy (2000) ,"(' drama ',)"
 Bokuto kidan (1992) ,()
 The Man Who Saved Ben-Hur (2016) ,"(' drama ',)"
 Countdown to Eternity (1999) ,"(' documentary ',)"
 Lost Boys of Sudan (2003) ,"(' documentary ',)"
 Timgad (2016) ,()
 History Made Now: Wheels of Fortune (2013) ,"(' reality-tv ',)"
 Humilitating Bondage for Office Heroines (2011) ,"(' adventure ',)"
 The Renata Road (2017) ,()
" ""Triangulation"" (2010) ",()
 Demon Dolls (2015) ,"(' horror ',)"
 The Troupe (2004) ,"(' documentary ',)"
" ""Beef: The Series"" (2006) ",()
 Conversation(s) (2017) ,()
 Loha (1997) ,()
 Death of Film (2008) ,"(' short ',)"
 Color Me Quality (1975) ,"(' documentary ', ' short ')"
 Time Raiders (2016) ,()
" ""The Quantum Games"" (????) ",()
 The Plank (1967) ,()
" ""Hunky y Spunky"" (1938) ","(' animation ',)"
 Heal the Bay (2011) ,"(' documentary ',)"
 Joyeux Calvaire (1996) ,"(' short ',)"
 Pilate: The Man Who Killed Christ (2004) ,"(' documentary ',)"
 Icche (2011) ,"(' drama ',)"
 Holy Cow (2015/II) ,()
 The Geneva Conference (1959) ,()
 The Secret Tunnel (1948) ,"(' drama ',)"
 Masque (????) ,()
 Ravinia Women's Board: Celebrating 50 Years (2012) ,"(' documentary ',)"
" ""Placas"" (1996) ",()
 Ink Music: In the Land of the Hundred-Tongued Lyricist (2009) ,"(' documentary ',)"
" One Summer in Greece: Sun, Sea and Refugees (2017) ","(' documentary ',)"
 Ash: The Art of Wayne Gilbert (2017) ,"(' documentary ',)"
" ""Meiken rasshî"" (1996) ","(' animation ',)"
 Hand Game (2000) ,"(' documentary ',)"
 We Believe In Dinosaurs (2017) ,"(' documentary ',)"
 Seepeeyan (1984) ,"(' drama ',)"
 Lone Star Trixie (2011) ,()
 American Look (1958) ,"(' documentary ',)"
 La vie promise (2002) ,"(' drama ',)"
 The Note (????) ,"(' thriller ',)"
 La bisexualité: tout un art? (2008) ,"(' documentary ',)"
 Live Nude Girls (1995) ,"(' drama ',)"
 29000 Wishes. 1 Regret. (2012) ,()
 Four Stars (1986) ,"(' drama ',)"
 Rouyidan Dar Bad (2012) ,"(' drama ',)"
" ""Cell Outs"" (2015) ",()
 The Newsstand (2017) ,"(' documentary ',)"
 Saharan Diary (2012) ,"(' documentary ',)"
 Oceans of Pink (2016) ,"(' documentary ',)"
 Gary from Accounting (2016) ,"(' drama ',)"
 Swim for Life (2016) ,"(' documentary ',)"
 The Kickback (1922) ,"(' western ',)"
 Servizio d'amico (1909) ,"(' short ',)"
 The Tutor (2000) ,"(' horror ',)"
 On the Road (2000) ,"(' documentary ',)"
" ""The Actress Diaries"" (2010) ","(' comedy ',)"
 Company Jasmine (2001) ,"(' documentary ',)"
 Khushiyaan (2011) ,"(' drama ',)"
 ROH Supercard of Honor (2006) ,"(' sport ',)"
" ""The Practice"" (1976) ",()
 Uncommon Allies (2017) ,"(' documentary ',)"
 American Dream: Stephen Collins Foster und seine Zeit (1997) ,"(' documentary ',)"
 Women and Hair (2010) ,"(' documentary ',)"
 La notte (1961) ,()
 Modern Prometheus LLC (2005) ,()
 Barely Proper (1975) ,"(' drama ',)"
 Xoca (2012) ,"(' drama ',)"
 The Ali-wood Shuffle (2015) ,"(' comedy ', ' drama ')"
 Atta Boy's Last Race (1916) ,()
 Out from Ali's Shadow: The Larry Holmes Story (2006) ,"(' documentary ',)"
 Kyô kara hittoman (2009) ,()
 Tribute to the 50's (2003) ,()
 Blip Festival: Reformat the Planet (2008) ,"(' documentary ',)"
 Love Lost and Redemption (????) ,"(' drama ',)"
 The Wall Between (1916) ,"(' drama ',)"
 Matouq in Bangkok (2009) ,()
 Shattered Lives (2009) ,"(' drama ',)"
" Moram spavat', andjele (2007) ",()
 Berlin in Berlin (1993) ,"(' drama ',)"
 The Difference (2007) ,()
 Marty in Transit (????) ,()
" ""Horribly Mutated People"" (2015) ",()
 Eshbal (2005) ,"(' documentary ',)"
 The Mighty Heroes of Stephens-Lee High School (2008) ,"(' documentary ',)"
 Les deux font la paire (1954) ,()
 The Girl in the Pullman (1927) ,()
 Kanika (2017) ,()
 Pajama Nightmare (2013) ,()
 USS Cooper: Return to Ormoc Bay (2006) ,"(' documentary ',)"
 Ringgo: The Dog Shooter (2016) ,()
" Fly, Kite Fly (2015) ","(' documentary ',)"
 One Breath: The Story of William Trubridge (2012) ,"(' short ',)"
 Rough Riders of Cheyenne (1945) ,"(' western ',)"
 The Most American City (2012) ,"(' documentary ',)"
 Outrageous Fortune (1987) ,()
 Intoarcerea din iad (1983) ,()
 The Angel Doll (2002) ,"(' drama ',)"
 Bite Nite (2011) ,"(' horror ',)"
" ""Celebrity P.O.V."" (2015) ",()
 Lost Treasures of the Ancient World: Ancient Egypt (2000) ,"(' documentary ',)"
 The Echo Murders (1945) ,()
 Cactuses (2006) ,"(' drama ',)"
 Armures mystérieuses (1907) ,"(' short ',)"
" ""Notorious: The Professional Charmer"" (2004) ","(' documentary ',)"
 Chromatic Fantasy (2002) ,()
 Run for Your Life (2015) ,"(' drama ',)"
 As It Is (2015/I) ,"(' music ',)"
" ""Centac 26 vs. The Miami River Cops"" (????) ",()
 Spirited (2010) ,()
 The Perfect Man (2007) ,"(' short ',)"
 Tight Ties for Costume Captives (2011) ,"(' adult ', ' adventure ')"
 Young Frankenstein (1974) ,"(' horror ',)"
 Before Women Had Wings (1997) ,"(' drama ',)"
" ""The Elephant in the Room"" (2011) ",()
 Lullaby (1925) ,"(' drama ',)"
 Shelf Life (2004/I) ,"(' drama ',)"
 The Blood Pact: The Making of 'Blade II' (2002) ,"(' documentary ',)"
 Farah (2015) ,"(' drama ',)"
 Talking to the Trees (2012) ,()
 Sadda Haq (2013) ,()
 Deemonid (2012) ,()
 Tot ziens (1995) ,()
 Angel City (2006) ,"(' comedy ',)"
 Mannal daeggaji (1999) ,"(' drama ',)"
" ""Gurbet kadini"" (2003) ","(' drama ',)"
" ""McPhail Gadsby"" (1998) ",()
 Time Variations (2006) ,"(' short ',)"
 Damsels in Restraint (1998) ,()
 The Lion's Path (2015) ,"(' drama ',)"
 Störkraft (2014) ,"(' short ',)"
 En passion (1969) ,"(' drama ',)"
 Monemvasia (1964) ,"(' drama ',)"
 Rumi: Path to Enlightenment (2006) ,"(' drama ',)"
 Clowns and Suicide (2003) ,"(' drama ',)"
 Tobor the Great (1954) ,()
" ""Okno zhizni"" (2016) ",()
 Stained Glass (2016/III) ,"(' drama ',)"
 74th Massacre (2017) ,"(' documentary ',)"
 Das Mädchen mit der heißen Masche (1972) ,"(' comedy ',)"
 Geunyeoege jamdeulda (2001) ,"(' drama ',)"
 The Private Life of Marilyn Monroe (2013) ,()
 Les Plouffe (1981) ,"(' drama ',)"
 USA the Movie (2005) ,()
 Back from the Edge (????) ,()
 L'écrin du rajah (1906) ,"(' short ',)"
 Rachel Is (2009) ,"(' documentary ', ' drama ')"
" ""Home and Lifestyle Television"" (2007) ","(' reality-tv ',)"
" ""Shreds and Dreams"" (2010) ","(' documentary ',)"
 ISADAR - Solo Piano: Volume 1 (2010) ,"(' music ',)"
 Figli delle stelle (2010) ,"(' comedy ',)"
 Star Stuff (2005) ,()
 The Encounter (2010/I) ,"(' drama ',)"
 Living History (2014) ,"(' documentary ',)"
 Exploitation (2018) ,()
 Theater of Time (1996) ,()
 The Half-Breed (1952) ,"(' western ',)"
 Die Hochzeitsmusiker (1997) ,"(' documentary ',)"
 Eggshelland (2010) ,"(' documentary ',)"
 The Creek Runs Red (2006) ,"(' documentary ',)"
 Wrestlemassacre (2018) ,()
" ""Your Honor?"" (2014) ",()
 Rail Around Queensland: Steaming Up the North Coast (2005) ,()
" ""Walter & Emily"" (1991) ","(' comedy ',)"
 El cuarto de los huesos (2015) ,()
 Translate This (2017) ,()
 Pro Pinball: Big Race USA (1998) ,()
 Project Nim (2011) ,"(' documentary ',)"
 Life. Support. Music. (2008) ,"(' drama ',)"
" ""Bizarre Foods: Delicious Destinations"" (2015) ","(' documentary ',)"
" In Again, Out Again (1917/II) ","(' drama ',)"
 The Law Rides Again (1943) ,"(' western ',)"
 What's in the Bible? Vol 1: In the Beginning (2010) ,"(' documentary ', ' short ')"
 Education Education (2012) ,"(' documentary ',)"
 Un'ombra nell'ombra (1979) ,"(' horror ',)"
 The Ginger Man (????) ,"(' comedy ',)"
 Ollie Kepler's Expanding Purple World (2010) ,()
 Beyond Sorry (2004) ,"(' documentary ',)"
 Reverend Billy and the Church of Stop Shopping (2002) ,"(' documentary ',)"
 Ciao nemico (1983) ,"(' comedy ',)"
 Woojeong (1973) ,()
 Anche nel west c'era una volta Dio (1968) ,()
 Cage Without a Key (1975) ,"(' drama ',)"
 Mon oeil pour une caméra (2001) ,"(' documentary ',)"
" ""World of Jenks"" (2010) ",()
 Dead Fire (1997) ,"(' sci-fi ',)"
" Love, Wedding, Marriage (2011) ","(' comedy ',)"
" ""A Car Called Wanda"" (2012) ",()
 Lily Rose (2012) ,"(' drama ',)"
 Migove v kibritena kutiyka (1979) ,()
" ""Box Art: The Stories Behind the Covers"" (2018) ","(' documentary ',)"
 Blockade (2016/I) ,()
" ""Haggard"" (1990) ","(' comedy ',)"
 CityBall (2008) ,"(' documentary ',)"
 Of the Flesh (2007) ,()
" ""The D-Pad"" (2011) ",()
 Humayun Azad Bohumatrik Jotirmoy (1999) ,"(' documentary ',)"
 Ondskan (2003) ,()
 Shôto hôpu (2014) ,"(' documentary ', ' drama ')"
 Les trois soeurs (1980) ,"(' drama ',)"
 A Dangerous Affair (1995) ,"(' drama ',)"
" ""Mushers: Conquering the Yukon Quest"" (2016) ","(' documentary ',)"
 Le voeu (2012) ,"(' drama ', ' short ')"
" ""Mission in Fossil Land"" (2017) ","(' documentary ',)"
 The Plastic Cardboard Sonata (2015) ,()
 Samorastniki (1963) ,"(' drama ',)"
 Stan the Man (2018) ,"(' comedy ',)"
 The Pervert's Guide to Cinema (2006) ,"(' documentary ',)"
 Corner Boys (????) ,"(' comedy ',)"
 Fukushima: Les voix silencieuses (2016) ,"(' documentary ',)"
" ""River"" (2016) ","(' drama ',)"
" ""After Forever"" (2017) ","(' drama ',)"
 Injustice 2 (2017) ,()
 Pumpkin Wars (2012) ,()
 Meet the Pics (2011) ,"(' comedy ',)"
 Saenghwalui balgyeon (2002) ,"(' drama ',)"
 Against Her Will: The Carrie Buck Story (1994) ,"(' drama ',)"
 Casualty 1906 (2006) ,"(' drama ',)"
 Have You Heard from Johannesburg?: Apartheid and the Club of the West (2006) ,"(' documentary ',)"
" ""Get Fresh"" (1986) ",()
 Touts on Tour (2004) ,()
 The Matrices (2003) ,()
 Wild Tigers I Have Known (2006) ,()
 Sakura no ki no shita (2015) ,()
 Nooner (1986) ,"(' adult ', ' short ')"
" ""Charged"" (2015) ",()
 In His Steps (2013) ,"(' drama ',)"
 Characters (2011) ,"(' comedy ',)"
 The Murder Game (2006) ,"(' horror ',)"
" ""Trex 2"" (2002) ",()
 OUT: Smashing Homophobia Project (2007) ,"(' drama ',)"
 Lunatic Messiah (2011) ,()
 Hayedeh Legendary Persian Diva (2009) ,"(' documentary ',)"
 The Psychology of Madison (2010) ,()
 Watchers 8 (2014) ,"(' documentary ',)"
 Attack of the Atomic Zombies (2011) ,"(' horror ',)"
 Men in Scoring Position (1999) ,"(' comedy ',)"
" ""Dil Ki Baatein"" (2007) ",()
 Cinema Cinema (1979) ,"(' documentary ',)"
 Divar Boland (2004) ,"(' documentary ',)"
 The Tightrope Dancer (1990) ,"(' documentary ',)"
 The Dorm (2014) ,"(' horror ',)"
 Restoring Honor: The Case of Chaplain Plummer (2005) ,()
 Codin si Chira Chiralina (1993) ,()
 Love Chronicles: Secrets Revealed (2010) ,"(' comedy ',)"
 The Quiet War (2007) ,"(' documentary ',)"
 Bart Simpson: Deep Deep Trouble (1991) ,()
 Ivul (2009) ,()
 Beyond the Edge (1986) ,()
 Body Rub Diaries (2017) ,()
 La prigioniera della torre di fuoco (1953) ,"(' drama ',)"
 Rex Libris (????) ,()
 Walter Walk with God (2017) ,()
 Cali's Bondage Interview (2013) ,()
 Ghoulish Tales (2014) ,"(' horror ',)"
 Dish (????) ,()
 Retirement Revolution (2008) ,"(' documentary ',)"
 Citizen Clark... A Life of Principle (2017) ,"(' documentary ',)"
 Raja The Great (2017) ,"(' action ',)"
" ""Digital Warriors Network: Digital Stories"" (????) ",()
" ""Lingerie Football League"" (2009) ",()
 Jib (2011) ,()
 Ziba and I (2011) ,"(' drama ',)"
 Wild Rapture (1950) ,"(' short ',)"
 The Love Punch (2013) ,"(' comedy ',)"
 Legami di sangue (2009) ,"(' drama ',)"
 Kamikaze Hearts (1986) ,"(' drama ',)"
 Changing Seas: The Secret Sex Life of Fish (2015) ,"(' documentary ',)"
 Suíços Brasileiros: Uma história esquecida (2014) ,"(' documentary ',)"
 All Star Desserts (2005) ,()
 Amaka's Kin: The Women of Nollywood (2016) ,"(' documentary ',)"
" ""Youth Power"" (2015) ","(' drama ',)"
 Reflection of the Soul (2013) ,"(' action ',)"
 The Nearest Faraway Place (2006) ,()
 Bangmunja (2005) ,"(' drama ',)"
 Belly of the Skies (2017) ,"(' short ',)"
 Perro rabioso 2 (1991) ,()
 The Fiesta (2000) ,()
 Dragon Women (2018) ,"(' documentary ',)"
 Lookin' for Lucky (2009) ,()
" Mr. Show and the Incredible, Fantastical News Report (1998) ",()
 Hugo Sanchez (2018) ,()
 My Soul to Keep (2017) ,"(' horror ',)"
 Shipwrecked on a Great Lake (2014) ,()
 Sometimes They Come Back... for More (1998) ,"(' short ',)"
 Uprooted (2006) ,"(' documentary ', ' short ')"
" ""Forward"" (????/I) ","(' documentary ',)"
 Miracle in a Box: A Piano Reborn (2009) ,"(' documentary ',)"
 The Demon (1979) ,()
 Go Mordecai: Part One - The Molting Time (2007) ,()
 The Devil Outside (2017) ,"(' drama ',)"
" ""Unlocking the Truth"" (2016) ","(' documentary ', ' drama ')"
 The Voice of Silence (2013) ,"(' comedy ',)"
 Donna di cuori (1994) ,()
" ""A Kid Called Mayonnaise"" (2017) ",()
 Cloud Gazing (2009) ,"(' comedy ', ' short ')"
 Capturing Avatar (2010) ,()
 The Passionate Strangers (1966) ,()
 Fade to Black (2004) ,"(' documentary ',)"
 Adept Maid Institute (2003) ,()
 Jim Said No (2011) ,()
 Jakobs Ross (????) ,"(' drama ',)"
 El enfermo imaginario (2011) ,"(' comedy ',)"
 Life Support (2007) ,"(' drama ',)"
 A Place Called Chiapas (1998) ,"(' documentary ',)"
" ""Terrorism Close Calls"" (2017) ",()
 Ala Modalaindi (2011) ,"(' comedy ',)"
 The Grand Seduction (2013) ,()
 From Baghdad to Brooklyn (2015) ,"(' drama ',)"
" ""Dashboard"" (2013) ",()
 Faustina (1968) ,"(' comedy ',)"
 Omamamia (2012) ,"(' drama ',)"
 Scuzz Meets Taking Back Sunday (2014) ,()
 Cissy Fitzgerald (1896) ,()
 The Return of the Native (2010) ,"(' drama ',)"
 Crit-Sit: 593 (2009) ,()
 Kameleonterna (1969) ,()
 Moon of the Desperados (1990) ,"(' documentary ',)"
 The Danger Game (1918) ,"(' comedy ',)"
 Jag är med barn (1979) ,"(' drama ',)"
 Ransom! (2002) ,()
 Usher's Legacy (????) ,"(' horror ',)"
 Njan Cinemamohi (2015) ,"(' short ',)"
 Mashine rooze ghiamat (2009) ,"(' drama ',)"
 Rebound Sex (2017) ,"(' comedy ',)"
" ""The Seasons II"" (1990) ",()
 Lulu in Berlin (1984) ,()
" Vincent, François, Paul... et les autres (1974) ","(' drama ',)"
 O Trem Caipira (1994) ,"(' short ',)"
 Second Hand Husband (2015) ,"(' comedy ',)"
 Ten Miles Back (2017) ,"(' action ',)"
 Robin Hood: The Truth Behind Hollywood's Most Filmed Legend (2010) ,()
 Dig og mig (2008) ,()
" ""The Real Housewives of Toronto"" (2017) ","(' documentary ',)"
 Spelling Night in Canada 2012 (2012) ,()
 A Feather in Her Hat (1935) ,"(' drama ',)"
 CNN Special Assignment: Crime Stories (1992) ,"(' documentary ',)"
" ""La leçon de musique de Jean-François Zygel"" (2007) ",()
" ""Walter 100%"" (2013) ","(' comedy ',)"
 Metronotte (2000) ,()
 U R Here (2017) ,"(' documentary ',)"
" ""Bringing it Home with Laura McIntosh"" (2007) ",()
 Ali: Birth of the Greatest (2016) ,"(' documentary ',)"
 The Partner (????) ,()
 Landlord: Time to Pay the Rent (2015) ,"(' drama ',)"
" ""Chris Tarrant: Extreme Railways"" (2012) ","(' documentary ',)"
 Baffalo Warrior (2007) ,"(' documentary ',)"
 Nightlight (2008) ,()
 Catch 69 (1970) ,()
 Le Tapis de Grand-Pré (1986) ,()
 Ziarat (1999) ,"(' drama ',)"
 Reaching the Finish Line (1999) ,"(' documentary ',)"
 Vigased pruudid (1989) ,"(' comedy ',)"
 Life Below the Line: The World Poverty Crisis (2007) ,"(' documentary ',)"
 Dead Wedding (2016) ,"(' horror ',)"
 Down (2012) ,"(' comedy ',)"
 Adam's Testament (2017) ,()
 Curiosity Shop: The Story of the Aluminum Research Laboratory (1948) ,()
 Tequila: The Movie (2003) ,"(' drama ',)"
" ""Extreme Dreams: The Ultimate Challenge"" (2009) ",()
 #OnTheShouldersOfGiants (2016) ,"(' documentary ',)"
 Bride Flight (2008) ,"(' drama ',)"
 Ni tú ni nadie (2018) ,()
 Es war einmal ein Walzer (1932) ,"(' comedy ', ' drama ')"
 Un lugar en el cine (2008) ,"(' documentary ',)"
 P.K. and the Kid (1987) ,()
 Doppelgangers (????) ,"(' comedy ',)"
 How to Make a Documentary (2010) ,"(' documentary ',)"
 Vesnoy (1929) ,"(' documentary ', ' short ')"
 Make Believe Day (2004) ,"(' drama ', ' short ')"
 Dolina Issy (1982) ,"(' drama ',)"
 Chatty Catties (2015) ,()
 Pacatoasa teodora (2011) ,()
 Europe After the Rain (1978) ,()
 Paani (2014) ,()
" ""Destined to Be"" (2014) ","(' comedy ',)"
 Sane Madness (????) ,()
 The Salzburg Festival (2006) ,()
 Embrace (2016/I) ,"(' documentary ',)"
 The Painted Woman (1932) ,()
 I Know Your Browser History (2013) ,()
 Escape from the Planet of the Tapes (2003) ,()
 Orphan Black: The Cloneversation (2014) ,"(' documentary ',)"
 Saikaku ichidai onna (1952) ,"(' drama ',)"
" ""Out of Town Theatre"" (1966) ","(' short ',)"
" ""Desperate Love"" (2013) ",()
 Harlan County U.S.A. (1976) ,"(' documentary ',)"
 Monte Walsh (1970) ,()
 Ein Sommer in Kroatien (2012) ,"(' drama ',)"
 LoveMEATender (2011) ,"(' documentary ',)"
 Ray the Rooster (2005) ,()
 A Rather English Marriage (1998) ,()
" Rafi Bukai, Aba Sheli (2012) ","(' documentary ', ' drama ')"
 Jos jednom (2015) ,()
 Sharkskin 6 (2005) ,"(' comedy ',)"
 The Project (2008) ,"(' documentary ',)"
 Amanti in fuga (1946) ,"(' drama ',)"
 Magma: Volcanic Disaster (2006) ,()
 La pisseuse (1997) ,"(' drama ',)"
 Die Reederei Waried - ein Kapitel der deutschen Technikgeschichte (2011) ,"(' documentary ',)"
 Ants (2004) ,"(' drama ',)"
 Space Gospel (????) ,()
 Hana a jej bratia (2000) ,"(' drama ',)"
" ""Bet on Your Baby"" (2013) ","(' comedy ',)"
 Calvert's Valley (1922) ,()
" Die Prostitution, 1. Teil - Das gelbe Haus (1919) ","(' drama ',)"
 Bad Ass Gays (2014) ,"(' documentary ',)"
 The Red Rain on the Equator (2010) ,"(' documentary ',)"
" ""The Vision"" (2017) ","(' documentary ',)"
 Fermented (2017) ,"(' documentary ',)"
 Three Worlds (2005) ,"(' documentary ',)"
 Banketten (1948) ,"(' drama ',)"
" ""Aaj Robibar"" (1999) ","(' comedy ',)"
 Miss Christmas (2017) ,()
 Bowy is inside (2012) ,()
 Hateshinai tameiki (1999) ,()
 The Plunderers (1960) ,"(' western ',)"
 Isle of Fury (1936) ,"(' comedy ',)"
 Sky People (2008) ,()
" ""Drôles d'histoires"" (1988) ",()
 Green Day: Stray Heart (2012) ,()
 Aparahnam (1991) ,()
 Kook's Tour (1970) ,()
" ""Law & Funk"" (2015) ",()
 Overal Spullen (2011) ,"(' documentary ', ' short ')"
 Skin Deep (2018/I) ,()
 Say No to Bushmeat (2003) ,"(' documentary ',)"
 Adventures of Death (2008) ,"(' comedy ',)"
 My Son Is Innocent (1996) ,"(' drama ',)"
 Stealing Stradivarius (????) ,()
 The Director's Vision Comes Alive: A Storyboard Comparison (2007) ,"(' short ',)"
 Revenge of the Alligator Ladies (2013) ,"(' comedy ', ' drama ')"
 Le stanze aperte (2013) ,"(' documentary ',)"
 Revenge of the Nerds (1984) ,"(' comedy ',)"
" ""Single Stories"" (2014) ","(' documentary ',)"
 Bosundhara (1977) ,"(' drama ',)"
 Amiss (2014) ,"(' drama ', ' thriller ')"
 Compadres (2006) ,"(' comedy ',)"
" Pierre Richard, l'art du déséquilibre (2005) ","(' documentary ',)"
 Home (2014/XXXI) ,()
 Sanscesse (2001) ,"(' short ',)"
 The United States of Israel (????) ,()
 Era outra vez (2000) ,"(' comedy ',)"
 Jeolmeun doshi (1976) ,"(' comedy ',)"
 Charles Moore: I Fight with My Camera (2005) ,"(' documentary ',)"
 The Making of 'The Double-D Avenger' (2004) ,()
" Sana, bukas pa ang kahapon (1983) ","(' drama ',)"
 Kulay dugo ang gabi (1964) ,"(' horror ',)"
 Ma Loute (2016) ,()
 The Fall (1999) ,()
 Ford Models New Faces with Jack Page/Julia Covert (2016) ,"(' short ',)"
 Breath of Freedom (2014) ,"(' documentary ',)"
 Mördaren ljuger inte ensam (2013) ,"(' drama ',)"
 One Night in Powder (2015) ,()
 The SixPackNow Abs Workout (2007) ,"(' sport ',)"
" ""Vu du ciel"" (2006) ","(' documentary ',)"
" ""Weighing In"" (2005/II) ","(' documentary ',)"
 CCTV (Cameromania) ,"(' drama ',)"
 Turn It Off (2014) ,()
 Il generale dell'armata morta (1983) ,()
" ""Animal Planet ZOOventure"" (1997) ",()
 Desiderium (2017) ,"(' drama ',)"
" ""Queridos Inimigos"" (1993) ","(' game-show ',)"
 Hail the Woman (1921) ,"(' drama ',)"
 The Right Hand Man (2004) ,"(' comedy ',)"
 Where Love Has Gone (1964) ,"(' drama ',)"
 Jeolshiggot dangshin (1988) ,()
 Gone Underground (2001) ,"(' short ',)"
" ""Peppy Pals"" (2017) ",()
 Gundaraj (1995) ,"(' drama ',)"
" ""The Misselthwaite Archives"" (2015) ","(' horror ',)"
 A Vow from the Ruins (2017) ,"(' drama ',)"
 Y'a toujours moyen de moyenner! (1973) ,()
 Al bar dello sport (1983) ,"(' drama ',)"
 V A: Vampires Anonymous (????) ,"(' horror ',)"
 Konzert im Freien (2001) ,"(' documentary ',)"
" ""Handy"" (2016) ","(' short ',)"
 Ultus and the Three-Button Mystery (1917) ,()
 Parachute Jumper (1933) ,"(' comedy ',)"
 Skvoz chyornoe steklo (2018) ,"(' drama ',)"
 Fly By (2009) ,"(' drama ',)"
 Brushing Teeth in Undies: The Best of Liv Films (2008) ,"(' comedy ',)"
 Asphalt Tango (1996) ,"(' comedy ', ' drama ')"
 Clash of the Santas (2008) ,"(' comedy ',)"
 The Island of St. Matthews (2013) ,"(' documentary ',)"
 Paranormal Case Files: Ghost Investigations (2012) ,"(' documentary ', ' horror ')"
